Data,Campanha,Envios,Entregas,Cliques
2026-03-31,20260331_guanabara_insider_apppush_tdmrj-idaevolta10_geral_ativos,273,267,41
2026-03-31,20260331_guanabara_insider_apppush_tdmrj-idaevolta10_geral_emqueda,53,51,8
2026-03-31,20260331_guanabara_pushnews_webpush_pascoa_geral,6460,6330,969
2026-03-31,20260331_guanabara_pushnews_webpush_pascoa_geral_tarde,5913,5794,887
2026-03-30,20260321_guanabara_insider_glrbla_2403_apppush_manha,73,71,11
2026-03-30,20260321_guanabara_insider_glrbla_2403_apppush_noite,73,71,11
2026-03-30,20260321_guanabara_insider_glrbla_2403_apppush_tarde,80,78,12
2026-03-30,20260330_guanabara_insider_apppush_antecipe_geral_ativos,400,392,60
2026-03-30,20260330_guanabara_insider_apppush_antecipe_geral_emqueda,60,58,9
2026-03-30,20260330_guanabara_insider_apppush_antecipe_geral_frios,340,333,51
2026-03-30,20260330_guanabara_pushnews_webpush_pascoa_geral,8893,8715,1334
2026-03-30,20260330_guanabara_pushnews_webpush_pascoa_geral_tarde,7300,7154,1095
2026-03-29,20260329_guanabara_insider_apppush_comercial_geral_ativos,500,490,75
2026-03-29,20260329_guanabara_insider_apppush_comercial_geral_emqueda,93,91,14
2026-03-29,20260329_guanabara_insider_apppush_comercial_geral_frios,406,397,61
2026-03-29,20260329_guanabara_insider_apppush_condicoesgnb_geral_ativos,446,437,67
2026-03-29,20260329_guanabara_insider_apppush_condicoesgnb_geral_emqueda,66,64,10
2026-03-29,20260329_guanabara_pushnews_webpush_pascoa_geral,5113,5010,767
2026-03-28,20260321_guanabara_insider_glrbla_2303_apppush_manha,60,58,9
2026-03-28,20260321_guanabara_insider_glrbla_2303_apppush_noite,60,58,9
2026-03-28,20260321_guanabara_insider_glrbla_2303_apppush_tarde,20,19,3
2026-03-28,20260328_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,313,306,47
2026-03-28,20260328_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,60,58,9
2026-03-28,20260328_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,240,235,36
2026-03-28,20260328_guanabara_pushnews_webpush_pascoa_geral,5560,5448,834
2026-03-27,20260327_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,266,260,40
2026-03-27,20260327_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,80,78,12
2026-03-27,20260327_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,313,306,47
2026-03-27,20260327_guanabara_insider_apppush_teste_a_comercial_ativos,120,117,18
2026-03-27,20260327_guanabara_insider_apppush_teste_b_comercial-idaevolta10_ativos,153,149,23
2026-03-27,20260327_guanabara_insider_apppush_vivafidelidade_ativos,380,372,57
2026-03-27,20260327_guanabara_insider_apppush_vivafidelidade_emqueda,13,12,2
2026-03-27,20260327_guanabara_pushnews_webpush_pascoa_geral,7573,7421,1136
2026-03-27,20260327_guanabara_pushnews_webpush_pascoa_geral_tarde,6500,6370,975
2026-03-26,20260321_guanabara_insider_glrbla_2203_apppush_manha,33,32,5
2026-03-26,20260321_guanabara_insider_glrbla_2203_apppush_noite,53,51,8
2026-03-26,20260321_guanabara_insider_glrbla_2203_apppush_tarde,46,45,7
2026-03-26,20260326_guanabara_insider_apppush_comercial_geral_ativos,326,319,49
2026-03-26,20260326_guanabara_insider_apppush_comercial_geral_ativos_noite,393,385,59
2026-03-26,20260326_guanabara_insider_apppush_comercial_geral_emqueda,80,78,12
2026-03-26,20260326_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,326,319,49
2026-03-26,20260326_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,40,39,6
2026-03-26,20260326_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,320,313,48
2026-03-26,20260326_guanabara_pushnews_webpush_pascoa_geral,7273,7127,1091
2026-03-26,20260326_guanabara_pushnews_webpush_pascoa_geral_2,6266,6140,940
2026-03-25,20260325_guanabara_insider_apppush_comercial_geral_emqueda,53,51,8
2026-03-25,20260325_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,353,345,53
2026-03-25,20260325_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,53,51,8
2026-03-25,20260325_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,286,280,43
2026-03-25,20260325_guanabara_insider_apppush_teste_a_comercial_ativos,113,110,17
2026-03-25,20260325_guanabara_insider_apppush_teste_b_comercial,173,169,26
2026-03-25,20260325_guanabara_pushnews_webpush_pascoa_geral,7293,7147,1094
2026-03-24,20260321_guanabara_insider_glrbla_2103_apppush_manha,40,39,6
2026-03-24,20260321_guanabara_insider_glrbla_2103_apppush_noite,66,64,10
2026-03-24,20260321_guanabara_insider_glrbla_2103_apppush_tarde,66,64,10
2026-03-24,20260324_guanabara_insider_apppush_comercial_geral_ativos,286,280,43
2026-03-24,20260324_guanabara_insider_apppush_condicoesgnb_geral_ativos,426,417,64
2026-03-24,20260324_guanabara_insider_apppush_condicoesgnb_geral_emqueda,33,32,5
2026-03-24,20260324_guanabara_insider_apppush_condicoesgnb_geral_frios,366,358,55
2026-03-24,20260324_guanabara_insider_apppush_vivafidelidade_ativos,360,352,54
2026-03-24,20260324_guanabara_insider_apppush_vivafidelidade_emqueda,86,84,13
2026-03-24,20260324_guanabara_pushnews_webpush_pascoa-idaevolta10_geral,7480,7330,1122
2026-03-23,20260323_guanabara_insider_apppush_antecipe_geral_ativos,513,502,77
2026-03-23,20260323_guanabara_insider_apppush_antecipe_geral_emqueda,66,64,10
2026-03-23,20260323_guanabara_insider_apppush_antecipe_geral_frios,366,358,55
2026-03-23,20260323_guanabara_insider_apppush_comercial_geral_emqueda,66,64,10
2026-03-23,20260323_guanabara_insider_apppush_comercial_geral_frios,286,280,43
2026-03-23,20260323_guanabara_insider_apppush_teste_a_comercial_ativos,213,208,32
2026-03-23,20260323_guanabara_insider_apppush_teste_b_comercial-idaevolta10_ativos,186,182,28
2026-03-23,20260323_guanabara_pushnews_webpush_comercial_geral,7213,7068,1082
2026-03-22,20260322_guanabara_insider_apppush_comercial_geral_ativos,366,358,55
2026-03-22,20260322_guanabara_insider_apppush_comercial_geral_emqueda,73,71,11
2026-03-22,20260322_guanabara_insider_apppush_comercial_geral_frios,413,404,62
2026-03-22,20260322_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,360,352,54
2026-03-22,20260322_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,6,5,1
2026-03-22,20260322_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,360,352,54
2026-03-22,20260322_guanabara_pushnews_webpush_comercial_geral,4873,4775,731
2026-03-21,20260321_guanabara_insider_apppush_comercial_geral_ativos,320,313,48
2026-03-21,20260321_guanabara_insider_apppush_comercial_geral_emqueda,33,32,5
2026-03-21,20260321_guanabara_insider_apppush_comercial_geral_frios,240,235,36
2026-03-21,20260321_guanabara_pushnews_webpush_idaevolta10_geral,4346,4259,652
2026-03-21,20260321_guanabara_pushnews_webpush_viva_cadastro_geral,5773,5657,866
2026-03-20,20260320_guanabara_insider_apppush_comercial_geral_ativos,273,267,41
2026-03-20,20260320_guanabara_insider_apppush_comercial_geral_emqueda,73,71,11
2026-03-20,20260320_guanabara_insider_apppush_comercial_geral_emqueda_noite,33,32,5
2026-03-20,20260320_guanabara_insider_apppush_comercial_geral_frios,340,333,51
2026-03-20,20260320_guanabara_insider_apppush_comercial_geral_frios_noite,306,299,46
2026-03-20,20260320_guanabara_insider_apppush_teste_a_comercial_ativos,113,110,17
2026-03-20,20260320_guanabara_insider_apppush_teste_b_comercial_ativos,86,84,13
2026-03-20,20260320_guanabara_pushnews_webpush_antecipe_geral,7940,7781,1191
2026-03-20,20260320_guanabara_pushnews_webpush_pascoa-idaevolta10_geral,5500,5390,825
2026-03-19,20260319_guanabara_insider_apppush_antecipe_ativos,406,397,61
2026-03-19,20260319_guanabara_insider_apppush_antecipe_emqueda,46,45,7
2026-03-19,20260319_guanabara_insider_apppush_antecipe_frios,320,313,48
2026-03-19,20260319_guanabara_insider_apppush_comercial_geral_ativos,340,333,51
2026-03-19,20260319_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,320,313,48
2026-03-19,20260319_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,33,32,5
2026-03-19,20260319_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,313,306,47
2026-03-19,20260319_guanabara_pushnews_webpush_comercial_geral,6726,6591,1009
2026-03-19,20260319_guanabara_pushnews_webpush_idaevolta10_geral,6500,6370,975
2026-03-18,20260318_guanabara_insider_apppush_comercial_geral_ativos,540,529,81
2026-03-18,20260318_guanabara_insider_apppush_comercial_geral_emqueda,73,71,11
2026-03-18,20260318_guanabara_insider_apppush_lollapalooza_ativos,320,313,48
2026-03-18,20260318_guanabara_insider_apppush_lollapalooza_emqueda,40,39,6
2026-03-18,20260318_guanabara_insider_apppush_lollapalooza_frios,373,365,56
2026-03-18,20260318_guanabara_insider_apppush_teste_a_comercial_ativos,220,215,33
2026-03-18,20260318_guanabara_insider_apppush_teste_b_comercial-idaevolta10_ativos,206,201,31
2026-03-18,20260318_guanabara_pushnews_webpush_mesdoconsumidor-antecipe_geral,8360,8192,1254
2026-03-18,20260318_guanabara_pushnews_webpush_vivafidelidade_geral,7786,7630,1168
2026-03-17,20260317_guanabara_insider_apppush_comercial-idaevolta10_geral_ativos,453,443,68
2026-03-17,20260317_guanabara_insider_apppush_comercial-idaevolta10_geral_emqueda,26,25,4
2026-03-17,20260317_guanabara_insider_apppush_comercial-idaevolta10_geral_frios,353,345,53
2026-03-17,20260317_guanabara_insider_apppush_comercial_geral_ativos,480,470,72
2026-03-17,20260317_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,360,352,54
2026-03-17,20260317_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,66,64,10
2026-03-17,20260317_guanabara_pushnews_webpush_comercial_geral,9953,9753,1493
2026-03-16,20260313_guanabara_insider_gatilhosearch_wpp1,6,5,1
2026-03-16,20260316_guanabara_insider_apppush_comercial_geral_novos,220,215,33
2026-03-16,20260316_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,566,554,85
2026-03-16,20260316_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,53,51,8
2026-03-16,20260316_guanabara_insider_apppush_teste_a_mesdoconsumidor-antecipe_frios,220,215,33
2026-03-16,20260316_guanabara_insider_apppush_teste_a_vivafidelidade_frios,140,137,21
2026-03-16,20260316_guanabara_insider_apppush_teste_b_mesdoconsumidor-antecipe_frios,200,196,30
2026-03-16,20260316_guanabara_insider_apppush_teste_b_vivafidelidade_frios,173,169,26
2026-03-16,20260316_guanabara_insider_apppush_vivafidelidade_ativos,473,463,71
2026-03-16,20260316_guanabara_insider_apppush_vivafidelidade_emqueda,60,58,9
2026-03-16,20260316_guanabara_pushnews_webpush_comercial_geral,9566,9374,1435
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_ativos,253,247,38
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_ativos_noite,393,385,59
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_ativos_noite_2,406,397,61
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_emqueda,46,45,7
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_emqueda_noite,26,25,4
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_emqueda_noite_2,53,51,8
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_frios,346,339,52
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_frios_noite,366,358,55
2026-03-15,20260315_guanabara_insider_apppush_comercial_geral_frios_noite_2,306,299,46
2026-03-15,20260315_guanabara_pushnews_webpush_antecipe_geral,6373,6245,956
2026-03-14,20260314_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,393,385,59
2026-03-14,20260314_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos_noite,440,431,66
2026-03-14,20260314_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,53,51,8
2026-03-14,20260314_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda_noite,73,71,11
2026-03-14,20260314_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_frios,320,313,48
2026-03-14,20260314_guanabara_insider_webpush_antecipe_geral,3373,3305,506
2026-03-14,20260314_guanabara_pushnews_webpush_comercial_geral,6746,6611,1012
2026-03-13,20260313_GatilhoSearch_v2_wpp,466,456,70
2026-03-13,20260313_guanabara_insider_apppush_comercial-antecipe_ativos,273,267,41
2026-03-13,20260313_guanabara_insider_apppush_comercial-antecipe_emqueda,80,78,12
2026-03-13,20260313_guanabara_insider_apppush_comercial-antecipe_frios,346,339,52
2026-03-13,20260313_guanabara_insider_apppush_comercial_geral_ativos,200,196,30
2026-03-13,20260313_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,293,287,44
2026-03-13,20260313_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,60,58,9
2026-03-13,20260313_guanabara_insider_webpush_comercial_geral,5486,5376,823
2026-03-12,20260312_guanabara_insider_apppush_comercial_geral_ativos,486,476,73
2026-03-12,20260312_guanabara_insider_apppush_madrugadao_bases_2,166,162,25
2026-03-12,20260312_guanabara_insider_apppush_madrugadao_bases_3,120,117,18
2026-03-12,20260312_guanabara_insider_apppush_madrugadao_bases_4,80,78,12
2026-03-12,20260312_guanabara_insider_apppush_madrugadao_bh-rj,6,5,1
2026-03-12,20260312_guanabara_insider_apppush_madrugadao_fortaleza-sobral,20,19,3
2026-03-12,20260312_guanabara_insider_apppush_madrugadao_gyn-bsb,33,32,5
2026-03-12,20260312_guanabara_insider_apppush_madrugadao_sobral-fortaleza,13,12,2
2026-03-12,20260312_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,526,515,79
2026-03-12,20260312_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,73,71,11
2026-03-12,20260312_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_frios,313,306,47
2026-03-12,20260312_guanabara_insider_webpush_comercial_geral,6780,6644,1017
2026-03-12,20260312_guanabara_insider_webpush_comercial_tbt_geral,10113,9910,1517
2026-03-12,20260313_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,6,5,1
2026-03-11,20260311_guanabara_insider_apppush_comercial_geral_ativos,273,267,41
2026-03-11,20260311_guanabara_insider_apppush_madrugadao_bases_1,153,149,23
2026-03-11,20260311_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,326,319,49
2026-03-11,20260311_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,46,45,7
2026-03-11,20260311_guanabara_insider_apppush_tdmrj-antecipe_geral_frios,313,306,47
2026-03-11,20260311_guanabara_insider_apppush_teste_a_vivafidelidade,213,208,32
2026-03-11,20260311_guanabara_insider_apppush_teste_a_vivafidelidade_emqueda,13,12,2
2026-03-11,20260311_guanabara_insider_apppush_teste_b_vivafidelidade,226,221,34
2026-03-11,20260311_guanabara_insider_apppush_teste_b_vivafidelidade_emqueda,6,5,1
2026-03-11,20260311_guanabara_pushnews_webpush_mesdoconsumidor-idaevolta10_geral,8493,8323,1274
2026-03-10,20260310_guanabara_insider_apppush_comercial_geral_ativos,340,333,51
2026-03-10,20260310_guanabara_insider_apppush_lollapalooza_geral_ativos,286,280,43
2026-03-10,20260310_guanabara_insider_apppush_lollapalooza_geral_emqueda,60,58,9
2026-03-10,20260310_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,586,574,88
2026-03-10,20260310_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,73,71,11
2026-03-10,20260310_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_frios,500,490,75
2026-03-10,20260310_guanabara_pushnews_webpush_comercial_geral,9140,8957,1371
2026-03-09,20260309_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,526,515,79
2026-03-09,20260309_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,53,51,8
2026-03-09,20260309_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_frios,493,483,74
2026-03-09,20260309_guanabara_insider_apppush_tdmrj-antecipe_geral_ativos,273,267,41
2026-03-09,20260309_guanabara_insider_apppush_tdmrj-antecipe_geral_emqueda,33,32,5
2026-03-09,20260309_guanabara_pushnews_webpush_comercial_geral,9786,9590,1468
2026-03-08,20260308_guanabara_insider_apppush_comercial_geral_ativos,313,306,47
2026-03-08,20260308_guanabara_insider_apppush_comercial_geral_ativos_noite,326,319,49
2026-03-08,20260308_guanabara_insider_apppush_comercial_geral_emqueda,80,78,12
2026-03-08,20260308_guanabara_insider_apppush_comercial_geral_emqueda_noite,33,32,5
2026-03-08,20260308_guanabara_insider_apppush_comercial_geral_frios,453,443,68
2026-03-08,20260308_guanabara_insider_apppush_comercial_geral_frios_noite,313,306,47
2026-03-08,20260308_guanabara_pushnews_webpush_comercial_geral,8306,8139,1246
2026-03-07,20260307_guanabara_insider_apppush_antecipe_geral_ativos,306,299,46
2026-03-07,20260307_guanabara_insider_apppush_antecipe_geral_emqueda,46,45,7
2026-03-07,20260307_guanabara_insider_apppush_antecipe_geral_frios,286,280,43
2026-03-07,20260307_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,280,274,42
2026-03-07,20260307_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,40,39,6
2026-03-07,20260307_guanabara_insider_webpush_tdmrj-antecipe_geral,4473,4383,671
2026-03-06,20260226_guanabara_insider_glrbla_0503_apppush_manha,66,64,10
2026-03-06,20260226_guanabara_insider_glrbla_0503_apppush_noite,66,64,10
2026-03-06,20260226_guanabara_insider_glrbla_0503_apppush_tarde,100,98,15
2026-03-06,20260306_guanabara_insider_apppush_comercial_geral_ativos,293,287,44
2026-03-06,20260306_guanabara_insider_apppush_comercial_geral_emqueda,26,25,4
2026-03-06,20260306_guanabara_insider_apppush_comercial_geral_frios,246,241,37
2026-03-06,20260306_guanabara_insider_apppush_condicoesgnb_geral_ativos,433,424,65
2026-03-06,20260306_guanabara_insider_apppush_condicoesgnb_geral_emqueda,20,19,3
2026-03-06,20260306_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,473,463,71
2026-03-06,20260306_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,40,39,6
2026-03-06,20260306_guanabara_pushnews_webpush_comercial_geral,9033,8852,1355
2026-03-05,20260226_guanabara_insider_glrbla_0403_apppush_manha,26,25,4
2026-03-05,20260226_guanabara_insider_glrbla_0403_apppush_noite,20,19,3
2026-03-05,20260226_guanabara_insider_glrbla_0403_apppush_tarde,73,71,11
2026-03-05,20260305_guanabara_insider_apppush_comercial_geral_ativos,413,404,62
2026-03-05,20260305_guanabara_insider_apppush_condicoesgnb_geral_ativos,400,392,60
2026-03-05,20260305_guanabara_insider_apppush_condicoesgnb_geral_emqueda,46,45,7
2026-03-05,20260305_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_ativos,546,535,82
2026-03-05,20260305_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_emqueda,106,103,16
2026-03-05,20260305_guanabara_insider_apppush_mesdoconsumidor-antecipe_geral_frios,353,345,53
2026-03-05,20260305_guanabara_insider_webpush_condicoesgnb_geral,6506,6375,976
2026-03-04,20260226_guanabara_insider_glrbla_0303_apppush_manha,66,64,10
2026-03-04,20260226_guanabara_insider_glrbla_0303_apppush_noite,66,64,10
2026-03-04,20260226_guanabara_insider_glrbla_0303_apppush_tarde,100,98,15
2026-03-04,20260303_guanabara_insider_apppush_informenews_sp_emqueda,6,5,1
2026-03-04,20260304_guanabara_insider_apppush_condicoesgnb_geral_ativos,326,319,49
2026-03-04,20260304_guanabara_insider_apppush_tdmrj-idaevolta10_geral_ativos,226,221,34
2026-03-04,20260304_guanabara_insider_apppush_tdmrj-idaevolta10_geral_emqueda,33,32,5
2026-03-04,20260304_guanabara_insider_apppush_vivafidelidade_ativos,280,274,42
2026-03-04,20260304_guanabara_insider_apppush_vivafidelidade_emqueda,60,58,9
2026-03-04,20260304_guanabara_insider_apppush_vivafidelidade_frios,260,254,39
2026-03-04,20260304_guanabara_pushnews_webpush_idaevolta5_geral,8146,7983,1222
2026-03-03,20260226_guanabara_insider_glrbla_0203_apppush_manha,66,64,10
2026-03-03,20260226_guanabara_insider_glrbla_0203_apppush_noite,46,45,7
2026-03-03,20260226_guanabara_insider_glrbla_0203_apppush_tarde,93,91,14
2026-03-03,20260303_guanabara_insider_apppush_comercial_geral_ativos,253,247,38
2026-03-03,20260303_guanabara_insider_apppush_informenews_bh_ativos,6,5,1
2026-03-03,20260303_guanabara_insider_apppush_informenews_bsb_ativos,20,19,3
2026-03-03,20260303_guanabara_insider_apppush_informenews_fortal_ativos,46,45,7
2026-03-03,20260303_guanabara_insider_apppush_informenews_fortal_emqueda,6,5,1
2026-03-03,20260303_guanabara_insider_apppush_informenews_rj_ativos,6,5,1
2026-03-03,20260303_guanabara_insider_apppush_informenews_rj_emqueda,13,12,2
2026-03-03,20260303_guanabara_insider_apppush_informenews_sp_ativos,6,5,1
2026-03-03,20260303_guanabara_insider_apppush_mesdoconsumidor-idaevolta10_geral_ativos,306,299,46
2026-03-03,20260303_guanabara_insider_apppush_mesdoconsumidor-idaevolta10_geral_emqueda,53,51,8
2026-03-03,20260303_guanabara_insider_apppush_mesdoconsumidor-idaevolta10_geral_frios,206,201,31
2026-03-03,20260303_guanabara_pushnews_webpush_idaevolta5_geral,7893,7735,1184
2026-03-02,20260226_guanabara_insider_glrbla_0103_apppush_manha,93,91,14
2026-03-02,20260226_guanabara_insider_glrbla_0103_apppush_noite,126,123,19
2026-03-02,20260226_guanabara_insider_glrbla_0103_apppush_tarde,80,78,12
2026-03-02,20260302_guanabara_insider_apppush_idaevolta10_geral_ativos,213,208,32
2026-03-02,20260302_guanabara_insider_apppush_idaevolta10_geral_emqueda,60,58,9
2026-03-02,20260302_guanabara_insider_apppush_idaevolta10_geral_frios,346,339,52
2026-03-02,20260302_guanabara_insider_apppush_mesdoconsumidor_antecipe_geral_ativos,440,431,66
2026-03-02,20260302_guanabara_insider_apppush_mesdoconsumidor_antecipe_geral_emqueda,106,103,16
2026-03-02,20260302_guanabara_insider_apppush_mesdoconsumidor_antecipe_geral_frios,413,404,62
2026-03-02,20260302_guanabara_insider_gatilhosearch_wpp1,40,39,6
2026-03-02,20260302_guanabara_insider_newcart_apppush2,6,5,1
2026-03-02,20260302_guanabara_pushnews_webpush_mesdoconsumidor-antecipe_geral,9573,9381,1436
2026-03-02,20260302_insider_sms_ativos_mesdoconsumidor-antecipe,16020,15699,2403
2026-03-01,20260226_guanabara_insider_glrbla_2802_apppush_manha,80,78,12
2026-03-01,20260226_guanabara_insider_glrbla_2802_apppush_noite,93,91,14
2026-03-01,20260226_guanabara_insider_glrbla_2802_apppush_tarde,120,117,18
2026-03-01,20260301_guanabara_insider_apppush_comercial_geral_ativos,273,267,41
2026-03-01,20260301_guanabara_insider_apppush_comercial_geral_emqueda,26,25,4
2026-03-01,20260301_guanabara_insider_apppush_comercial_geral_frios,293,287,44
2026-02-28,20260226_guanabara_insider_glrbla_2702_apppush_noite,40,39,6
2026-02-28,20260228_guanabara_insider_apppush_antecipe_geral_ativos,386,378,58
2026-02-28,20260228_guanabara_insider_apppush_antecipe_geral_emqueda,93,91,14
2026-02-28,20260228_guanabara_insider_apppush_tdmrj-idaevolta10_geral_ativos,233,228,35
2026-02-28,20260228_guanabara_insider_apppush_tdmrj-idaevolta10_geral_emqueda,46,45,7
2026-02-28,20260228_guanabara_insider_apppush_tdmrj-idaevolta10_geral_frios,206,201,31
2026-02-28,20260228_guanabara_insider_webpush_condicoesgnb_geral,5193,5089,779
2026-02-27,20260226_guanabara_insider_glrbla_2702_apppush_manha,80,78,12
2026-02-27,20260226_guanabara_insider_glrbla_2702_apppush_tarde,126,123,19
2026-02-27,20260227_guanabara_insider_apppush_comercial_geral_ativos,313,306,47
2026-02-27,20260227_guanabara_insider_apppush_comercial_geral_ativos_noite,246,241,37
2026-02-27,20260227_guanabara_insider_apppush_comercial_geral_emqueda,73,71,11
2026-02-27,20260227_guanabara_insider_apppush_comercial_geral_emqueda_noite,33,32,5
2026-02-27,20260227_guanabara_insider_apppush_comercial_geral_frios_noite,286,280,43
2026-02-27,20260227_guanabara_insider_apppush_vivafidelidade_ativos,260,254,39
2026-02-27,20260227_guanabara_insider_apppush_vivafidelidade_emqueda,33,32,5
2026-02-27,20260227_guanabara_pushnews_webpush_idaevolta5_geral,7966,7806,1195
2026-02-27,20260227_insider_sms_ativos_idaevolta10,53,51,8
2026-02-26,20260226_guanabara_insider_apppush_antecipe_geral_ativos,360,352,54
2026-02-26,20260226_guanabara_insider_apppush_antecipe_geral_emqueda,60,58,9
2026-02-26,20260226_guanabara_insider_apppush_comercial_geral_ativos,326,319,49
2026-02-26,20260226_guanabara_insider_apppush_tdmrj-idaevolta10_geral_ativos,306,299,46
2026-02-26,20260226_guanabara_insider_apppush_tdmrj-idaevolta10_geral_emqueda,46,45,7
2026-02-26,20260226_guanabara_insider_apppush_tdmrj-idaevolta10_geral_frios,333,326,50
2026-02-26,20260226_guanabara_insider_webpush_comercial_geral,6626,6493,994
2026-02-25,20260225_guanabara_insider_apppush_comercial_geral_ativos,313,306,47
2026-02-25,20260225_guanabara_insider_apppush_idaevolta10_geral_ativos,406,397,61
2026-02-25,20260225_guanabara_insider_apppush_idaevolta10_geral_emqueda,93,91,14
2026-02-25,20260225_guanabara_insider_apppush_idaevolta10_geral_frios,373,365,56
2026-02-25,20260225_guanabara_pushnews_webpush_tdmrj-antecipe_geral,8540,8369,1281
2026-02-25,20260225_insider_sms_ativos_idaevolta10,20,19,3
2026-02-24,20260224_guanabara_insider_apppush_comercial_geral_ativos,506,495,76
2026-02-24,20260224_guanabara_insider_apppush_comercial_geral_ativos_noite,286,280,43
2026-02-24,20260224_guanabara_insider_apppush_comercial_geral_emqueda,73,71,11
2026-02-24,20260224_guanabara_insider_apppush_vivafidelidade_ativos,420,411,63
2026-02-24,20260224_guanabara_insider_apppush_vivafidelidade_emqueda,73,71,11
2026-02-24,20260224_guanabara_insider_apppush_vivafidelidade_frios,386,378,58
2026-02-24,20260224_guanabara_pushnews_webpush_idaevolta5_geral,7486,7336,1123
2026-02-24,20260224_insider_sms_ativos_presente10,53,51,8
2026-02-23,20260223_guanabara_insider_apppush_antecipe_geral_ativos,286,280,43
2026-02-23,20260223_guanabara_insider_apppush_antecipe_geral_emqueda,60,58,9
2026-02-23,20260223_guanabara_insider_apppush_antecipe_geral_frios,320,313,48
2026-02-23,20260223_guanabara_insider_apppush_informenews_bh_ativos,13,12,2
2026-02-23,20260223_guanabara_insider_apppush_informenews_bh_emqueda,6,5,1
2026-02-23,20260223_guanabara_insider_apppush_informenews_bsb_ativos,20,19,3
2026-02-23,20260223_guanabara_insider_apppush_informenews_bsb_emqueda,6,5,1
2026-02-23,20260223_guanabara_insider_apppush_informenews_fortal_ativos,60,58,9
2026-02-23,20260223_guanabara_insider_apppush_informenews_fortal_emqueda,26,25,4
2026-02-23,20260223_guanabara_insider_apppush_informenews_rj_ativos,40,39,6
2026-02-23,20260223_guanabara_insider_apppush_informenews_rj_emqueda,13,12,2
2026-02-23,20260223_guanabara_insider_apppush_informenews_sp_ativos,13,12,2
2026-02-23,20260223_guanabara_insider_apppush_teste_a_condicoesgnb,186,182,28
2026-02-23,20260223_guanabara_insider_apppush_teste_b_condicoesgnb,233,228,35
2026-02-23,20260223_insider_sms_ativos_condicoesgnb,160,156,24
2026-02-22,20260222_guanabara_insider_apppush_carnaval_geral_frios,366,358,55
